"App","Rating","Reviews","Type","Content Rating","Genres"
"Viking CB Radios",4.3,6,"Free","Everyone","Business"
"Vikings Stickman Axe Fighting",4.2,924,"Free","Everyone","Arcade"
"Vikings: an Archer's Journey",4.5,10256,"Free","Everyone","Action"
"Villains vs Superheroes",4.3,128,"Free","Everyone","Puzzle"
"Vimeo",3.9,85578,"Free","Teen","Entertainment"
"Vintage Flower CM Locker Theme",4.3,2910,"Free","Everyone","Personalization"
"VIP Backgammon Free : Play Backgammon Online",4.1,389,"Free","Teen","Board"
"Virtual Assistant DataBot: Artificial Intelligence",4.4,80927,"Free","Everyone","Entertainment"
"Virtual Boyfriend Chat",2.4,407,"Free","Mature 17+","Entertainment"
"Virtual Brain Surgery Simulator : Kid ER Emergency",3.8,20,"Free","Teen","Educational"
"Virtual Cigarette Smoking (prank)",3.7,29838,"Free","Mature 17+","Entertainment"
"Virtual Dice EX",4.3,40,"Free","Everyone","Board"
"Virtual DJ Mixer",4.2,2013,"Free","Everyone","Tools"
"Virtual DJ Sound Mixer",4.2,4010,"Free","Everyone","Tools"
"Virtual Eye AI",4.4,26,"Free","Everyone","Tools"
"Virtual Families 2",4.2,636228,"Free","Everyone","Casual"
"Virtual lover",4.6,45771,"Free","Mature 17+","Entertainment"
"virtual lover 3D",4.6,5195,"Free","Mature 17+","Entertainment"
"Virtual Mom Surgery Doctor : ER Emergency Hospital",4,1130,"Free","Teen","Educational"
"Virtual Mother Surgery Doctor : Emergency Hospital",3.9,70,"Free","Teen","Educational"
"Virtual Walkie Talkie",3.8,21785,"Free","Everyone","Communication"
"Visage Lab <U+0096> face retouch",3.5,49523,"Free","Everyone","Photography"
"Visual Anatomy 2",4.4,576,"Paid","Everyone","Medical"
"Visual Voicemail by MetroPCS",4.1,16129,"Free","Everyone","Business"
"VisualCV Resume Builder",4.6,2555,"Free","Everyone","Business"
"Visuelles W<f6>rterbuch Audio-App",3.1,192,"Free","Everyone","Education"
"VITAS Hospice Referral App for Healthcare Pros",4.4,27,"Free","Everyone","Medical"
"VITEK EH DVR Viewer (Pro)",3.5,78,"Free","Everyone","Tools"
"VitusVet: Pet Health Care App",4.8,3052,"Free","Everyone","Medical"
"VIVA BH",4,2055,"Free","Everyone","Tools"
"VivaVideo - Video Editor & Photo Movie",4.6,9879473,"Free","Teen","Video Players & Editors"
"Vivid Seats <U+0096> Event Tickets",4.6,8232,"Free","Everyone","Events"
"VK",3.8,5793284,"Free","Mature 17+","Social"
"Vlogger Go Viral - Tuber Game",4.8,1304467,"Free","Everyone","Strategy"
"VMate",4.2,192677,"Free","Teen","Video Players & Editors"
"VMate Lite - Funny Short Videos Social Network",4.3,903,"Free","Teen","Social"
"VMAX IP Plus Mobile Client",2,9,"Free","Everyone","Business"
"Voice Changer",4.1,138050,"Free","Everyone","Entertainment"
"Voice changer with effects",4.2,1260903,"Free","Everyone","Entertainment"
"Voice Lock Screen",3.7,6667,"Free","Everyone","Lifestyle"
"VOLT DROP CALCULATOR BS 7671",3.9,71,"Free","Everyone","Tools"
"Volume Control Ex",4.2,5,"Paid","Everyone","Tools"
"Volume Slider Like Android P Volume Control",4.1,1129,"Paid","Everyone","Tools"
"Volvo CE Insider",4.2,45,"Free","Everyone","Business"
"Vonage Mobile<U+00AE> Call Video Text",4.1,29208,"Free","Everyone","Communication"
"Vote 4 DC",4.1,46,"Free","Everyone","Tools"
"Vote for",4.2,193381,"Free","Teen","Video Players & Editors"
"Voxel - 3D Color by Number & Pixel Coloring Book",4.7,62561,"Free","Everyone","Board"
"Voxer Walkie Talkie Messenger",4.3,230564,"Free","Everyone","Communication"
"VPlayer",3.6,5639,"Free","Everyone","Video Players & Editors"
"Vpn Hosts (ad blocker & no root & support ipv6 )",4.4,319,"Paid","Everyone","Tools"
"VR AG Racing for Cardboard",3.4,13,"Free","Everyone","Racing"
"VSCO",4.4,753115,"Free","Everyone","Photography"
"VTB-Online",4.1,138371,"Free","Everyone","Finance"
"Vudu Movies & TV",3.9,58082,"Free","Teen","Entertainment"
"VUE: video editor & camcorder",4.4,38630,"Free","Everyone","Video Players & Editors"
"Vuze Torrent Downloader",4.1,24565,"Free","Everyone","Video Players & Editors"
"VZ Navigator",4,16101,"Free","Everyone","Travel & Local"
"VZ Navigator for Galaxy S4",3,2750,"Free","Everyone","Travel & Local"
"VZ Navigator for Tablets",3.6,285,"Free","Everyone","Travel & Local"
"W-History Standalone",3.2,38,"Paid","Everyone","Social"
"W - Weather Forecast & Animated Radar Maps",4.2,29,"Free","Everyone","Weather"
"W Box VMS",1.9,105,"Free","Everyone","Video Players & Editors"
"W Box VMS HD",2.5,24,"Free","Everyone","Video Players & Editors"
"W Pro - Weather Forecast & Animated Weather Maps",3.8,11,"Paid","Everyone","Weather"
"w UN map",4.2,23164,"Free","Mature 17+","Lifestyle"
"Waiting For U Launcher Theme",4.4,5599,"Free","Everyone","Personalization"
"Walk Freely (Ec Shlire)",4.7,62,"Free","Everyone","Tools"
"Walking for Weight Loss - Walk Tracker",4.5,644,"Free","Everyone","Health & Fitness"
"Walking: Pedometer diet",3.7,1861,"Free","Everyone","Health & Fitness"
"Wall Decorating Ideas",3.9,6631,"Free","Everyone","House & Home"
"Wallpaper",4.5,69488,"Free","Everyone","Personalization"
"Wallpaper.cz",4.9,7,"Free","Everyone","Photography"
"Wallpapers AK 47 Guns",4.5,37,"Free","Teen","Personalization"
"Wallpapers DH 4K",3.8,23,"Free","Everyone","Personalization"
"Wallpapers FN SCAR H",5,4,"Free","Teen","Personalization"
"Wallpapers HD",4.6,484981,"Free","Everyone","Personalization"
"Wallpapers Toyota FJ Cruiser",4.2,78,"Free","Everyone","Personalization"
"Wallpapers Volvo FH 16 Trucks",4.2,13,"Free","Teen","Personalization"
"Wallpapers Volvo FH Truck",4.2,4,"Free","Teen","Personalization"
"Walmart MoneyCard",4.2,6148,"Free","Everyone","Finance"
"WannaMeet <U+0096> Dating & Chat App",4.1,6701,"Free","Mature 17+","Dating"
"War and Order",4.3,224514,"Free","Teen","Strategy"
"War Robots",4.6,3073251,"Free","Everyone 10+","Action"
"War Z 2",4.5,97071,"Free","Teen","Strategy"
"Watch AW-7",4.2,249,"Free","Everyone","Tools"
"Watch Face BW Inter",3.1,112,"Paid","Everyone","Personalization"
"Watch Face Swiss AJ-6",4.1,21,"Paid","Everyone","Personalization"
"Water Drink Reminder",4.6,524299,"Free","Everyone","Health & Fitness"
"Water Droplets Keyboard Theme",4.1,398,"Free","Everyone","Personalization"
"Water Garden Live Wallpaper",4.6,66453,"Free","Everyone","Personalization"
"Water Surfer Floating BMX Bicycle Rider Racing",4.4,551,"Free","Everyone","Simulation"
"Water Surfer Racing In Moto",4.3,2233,"Free","Everyone","Racing"
"Waterfall Live Wallpaper",4.1,112977,"Free","Everyone","Personalization"
"Waterfall Photo Frames",4.5,10349,"Free","Everyone","Photography"
"waut.ch!",4.5,10,"Free","Everyone","Educational"
"Wave Z Live Wallpaper",4.2,63699,"Free","Teen","Personalization"
"Wayfair - Shop All Things Home",4.5,20247,"Free","Everyone","Shopping"
"WDAMAGE: Car Crash Engine",3.8,47386,"Free","Everyone","Racing"
"WE",3.8,18818,"Free","Everyone 10+","News & Magazines"
"We're Working Out - Al Kavadlo",4.3,979,"Free","Everyone","Health & Fitness"
"We Bare Bears Match3 Repairs",4.7,39153,"Free","Everyone","Puzzle"
"Weaphones<U+0099> Gun Sim Free Vol 1",4.3,598975,"Free","Everyone","Simulation"
"Weapon AK-74 Live Wallpaper",3.3,25,"Free","Everyone","Personalization"
"Weapon stripping 3D",4.6,23971,"Free","Everyone","Simulation"
"Weapons simulator AK-47",4.1,21,"Free","Everyone","Simulation"
"Weather",4.2,18773,"Free","Everyone","Weather"
"weather - weather forecast",4.7,11118,"Free","Everyone","Weather"
"Weather & Clock Widget for Android",4.4,2371543,"Free","Everyone","Weather"
"Weather & Radar Pro - Ad-Free",4.5,25243,"Paid","Everyone","Weather"
"Weather <U+0096>Simple weather forecast",4.4,40606,"Free","Everyone","Weather"
"Weather 14 Days",4.4,279917,"Free","Everyone","Weather"
"Weather BZ",4.4,8433,"Free","Everyone","Weather"
"Weather Crave",4.2,133338,"Free","Everyone","Weather"
"Weather forecast",4.8,159455,"Free","Everyone","Weather"
"Weather Forecast Pro",4.7,14051,"Paid","Everyone","Weather"
"Weather From DMI/YR",4.3,2143,"Free","Everyone","Weather"
"weather HD",4,1546,"Paid","Everyone","Personalization"
"Weather Live",4.5,76593,"Paid","Everyone","Weather"
"Weather Live Pro",4.8,17493,"Paid","Everyone","Weather"
"Weather Radar Widget",4.3,18194,"Free","Everyone","Weather"
"Web Browser",4.2,10965,"Free","Everyone","Communication"
"Web Browser & Explorer",4,36901,"Free","Everyone","Communication"
"Web Browser & Fast Explorer",4.4,54768,"Free","Everyone","Social"
"Web Browser ( Fast & Secure Web Explorer)",4.4,2508,"Free","Everyone","Social"
"WEB.DE Mail",4.3,226541,"Free","Everyone","Communication"
"WebCams",4.6,3963,"Free","Everyone","Weather"
"WebComics",4.8,33783,"Free","Teen","Comics"
"Webmail web mobile app",2.3,395,"Free","Everyone","Tools"
"Websites.co.in Instant Website",4.3,327,"Free","Everyone","Business"
"Webull - Stock Quotes & Free Stock Trading",4.3,34861,"Free","Everyone","Finance"
"Wedding Countdown Widget",3.9,7376,"Free","Everyone","Lifestyle"
"Wedding LookBook by The Knot",4.2,3448,"Free","Everyone","Lifestyle"
"WedMeGood - Wedding Planner",4.6,1658,"Free","Everyone","Lifestyle"
"WeFi - Free Fast WiFi Connect & Find Wi-Fi Map",4,13469,"Free","Everyone","Communication"
"weight conversion calculator",4,807,"Free","Everyone","Tools"
"Wemep - Special price representative (special / shopping / shopping app / coupon / shipping)",4.5,178497,"Free","Everyone","Shopping"
"Western Union US - Send Money Transfers Quickly",4.5,80904,"Free","Everyone","Finance"
"Wetter by t-online.de",4.2,24349,"Free","Everyone","Weather"
"WFLA News Channel 8 - Tampa FL",3.8,133,"Free","Everyone","News & Magazines"
"WFVS 2018 | WhatApp Full Video Status & Downloader",4.3,596,"Free","Everyone","Productivity"
"WGT Golf Game by Topgolf",4.3,148083,"Free","Everyone","Sports"
"What's Up",4.1,23453,"Free","Everyone","Lifestyle"
"What's Your CS:GO rank?",2.3,278,"Free","Teen","Trivia"
"What's Your Story?<U+0099> ft Charmed",4.1,39661,"Free","Teen","Role Playing"
"What Am I? - Brain Teasers",4.2,4537,"Free","Everyone","Trivia"
"What is my IP address",4.5,4228,"Free","Everyone","Tools"
"What U See",4,712,"Free","Teen","Social"
"What was I in my Past Life",3.7,7453,"Free","Everyone","Entertainment"
"Whataburger",4.5,5093,"Free","Everyone","Food & Drink"
"WhatsCall Free Global Phone Call App & Cheap Calls",4.6,1130966,"Free","Everyone","Communication"
"WhatsFake Pro (Ad free)",4.2,204,"Paid","Everyone","Social"
"WhatsVPN - Unlimited Free VPN",4.7,24985,"Free","Everyone","Tools"
"Wheelie Challenge",4.6,137338,"Free","Everyone","Racing"
"Where's My Water?",4.7,188740,"Paid","Everyone","Puzzle"
"Where's My Water? Free",4.4,1372013,"Free","Everyone","Puzzle"
"Where Am I At?",3.8,39,"Free","Everyone","Travel & Local"
"Where Am I?",4.2,1313,"Free","Everyone","Tools"
"Where Am I? GPS Loc",4.6,68,"Free","Everyone","Travel & Local"
"Where is my Train : Indian Railway & PNR Status",4.7,620534,"Free","Everyone","Travel & Local"
"Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets",4.2,5112,"Free","Everyone","Travel & Local"
"Whisper",4.1,205803,"Free","Teen","Social"
"Whist - Tinnitus Relief",4.1,12,"Paid","Everyone","Medical"
"White Noise ~ Sleeping Sounds",4.5,4427,"Free","Everyone","Lifestyle"
"White Noise Baby",4.5,10544,"Free","Everyone","Lifestyle"
"White Noise for Baby",4.9,717,"Free","Everyone","Parenting"
"White Noise Lite",4.4,57634,"Free","Everyone","Health & Fitness"
"White Sound Pro",4.7,16570,"Free","Everyone","Health & Fitness"
"Who am I? (Biblical)",4.5,5849,"Free","Everyone","Trivia"
"Who Viewed My FB Profile",3.4,121,"Free","Everyone","Entertainment"
"Who viewed my fb profile pro<U+2605><U+2605>",4.5,6396,"Free","Everyone","Entertainment"
"Whoowasit? - Best kids game!",4,248,"Paid","Everyone","Board"
"Wi-Fi Auto-connect",3.8,15036,"Free","Everyone","Communication"
"Wi-Fi Master",4.5,3673,"Free","Everyone","Tools"
"Wi-Fi Networks",4.2,115,"Free","Everyone","Productivity"
"Wi-Fi Rabbit Unlock Key",4.5,142,"Paid","Everyone","Tools"
"Wi-Fi settings shortcut",4.1,479,"Free","Everyone","Tools"
"Wi-Fi Visualizer",3.9,132,"Free","Everyone","Tools"
"Wi u Emulator",2.4,468,"Free","Everyone","Entertainment"
"WICShopper",3.9,3023,"Free","Everyone","Shopping"
"Wide address pocket prep",4.5,513,"Free","Everyone","Medical"
"WiFi-o-Matic",4,736,"Free","Everyone","Productivity"
"WiFi Access Point (hotspot)",3.9,684,"Free","Everyone","Communication"
"Wifi Action Camera",2.9,118,"Free","Everyone","Photography"
"WiFi Action Camera",2.4,551,"Free","Everyone","Sports"
"Wifi Analyzer",4.4,335115,"Free","Everyone","Tools"
"WiFi Automatic",4.1,10595,"Free","Everyone","Tools"
"WiFi Baby Monitor - NannyCam",4.1,29867,"Free","Everyone","Video Players & Editors"
"Wifi BT Scanner",5,2,"Free","Everyone","Education"
"Wifi Connect Library",3.9,58055,"Free","Everyone","Libraries & Demo"
"WiFi FPV",3.8,316,"Free","Everyone","Entertainment"
"Wifi Inspector",4.3,63712,"Free","Everyone","Tools"
"WiFi Monitor Pro - analyzer of Wi-Fi networks",4.6,85,"Paid","Everyone","Tools"
"WiFi Overview 360",4.1,15693,"Free","Everyone","Tools"
"Wifi Test",4,8671,"Free","Everyone","Libraries & Demo"
"WiFi Tether Router",4.2,5599,"Paid","Everyone","Communication"
"WIFI WPS WPA TESTER",4.3,352097,"Free","Everyone","Tools"
"Wii U Simulator",3.4,1178,"Free","Everyone 10+","Simulation"
"wikiHow: how to do anything",4.4,43088,"Free","Teen","Books & Reference"
"Wikipedia",4.4,577550,"Free","Everyone","Books & Reference"
"Will it Crush?",3.1,25825,"Free","Everyone","Simulation"
"Windguru Lite",4,9307,"Free","Everyone","Weather"
"Winter Wonderland",4,1287,"Free","Everyone","Word"
"Wipe out",4.7,30,"Free","Teen","Events"
"Wireless BP",1.8,30,"Free","Everyone","Medical"
"Wireless news",3.5,6066,"Free","Everyone","News & Magazines"
"WiseBanyan - Invest For Free",4.2,257,"Free","Everyone","Finance"
"Wisepilot for XPERIA<U+0099>",3.7,21443,"Free","Everyone","Travel & Local"
"Wishbone - Compare Anything",4.3,51569,"Free","Teen","Social"
"With Helper Pro Pill Reminder",4.6,358,"Paid","Everyone","Medical"
"WithstandZ - Zombie Survival!",4.3,121612,"Free","Teen","Action"
"WIZARD Card Game",4,48,"Paid","Everyone","Card"
"WKBW 7 Eyewitness News",4,509,"Free","Everyone","News & Magazines"
"Wolf of the BF:Commando MOBILE",3.4,32,"Paid","Everyone 10+","Arcade"
"Wolfify - Be a Werewolf",3.8,6760,"Free","Everyone","Entertainment"
"Wolves Live Wallpaper",4.3,10401,"Free","Everyone","Personalization"
"WomanLog Calendar",4.5,121838,"Free","Everyone","Health & Fitness"
"Wonder5 Masters R",4.1,1655,"Free","Everyone","Role Playing"
"Wondershare PowerCam",4.2,329160,"Free","Everyone","Photography"
"Woodman Deluxe",4,82,"Free","Everyone","Action"
"Woody's Bar-B-Q",3.7,3,"Free","Everyone","Food & Drink"
"Woody Puzzle",4.7,21262,"Free","Everyone","Puzzle"
"Word Crossy - A crossword game",4.5,240416,"Free","Everyone","Word"
"Word Hunt",4.9,59,"Free","Everyone","Word"
"Word Link",4.6,216675,"Free","Everyone","Word"
"Word Search Games in english",4.3,63186,"Free","Everyone","Puzzle"
"Word Search multilingual",4.2,32849,"Free","Everyone","Word"
"Words With Friends <U+0096> Play Free",4.3,711719,"Free","Everyone","Word"
"Words With Friends Classic",4.3,1704112,"Free","Everyone","Word"
"Workout Tracker & Gym Trainer - Fitness Log Book",4.6,5420,"Free","Everyone","Health & Fitness"
"World at War: WW2 Strategy MMO",4.3,107765,"Free","Everyone 10+","Strategy"
"World Cup 2018",4.6,4011,"Free","Teen","Sports"
"World History Quick e-Book",4.4,1657,"Free","Everyone","Education"
"World Newspapers",4.4,185884,"Free","Mature 17+","News & Magazines"
"World of Warriors: Duel",4.3,25952,"Free","Everyone 10+","Action"
"World Racers family board game",4.8,4,"Paid","Everyone","Board"
"World Series of Poker <U+0096> WSOP Free Texas Holdem",4.5,910051,"Free","Teen","Card"
"World Travel Guide by Triposo",4.4,6012,"Free","Everyone","Travel & Local"
"World Webcams",3.7,7896,"Free","Everyone","Weather"
"WoW AH Tracker",2.9,33,"Free","Everyone","Tools"
"WowBox",4.4,101957,"Free","Everyone","Lifestyle"
"Wowkwis aq Ka'qaquj",5,1,"Free","Everyone","Education"
"WPBS-DT",5,3,"Free","Everyone","Entertainment"
"WPSApp",4.4,95080,"Free","Everyone","Tools"
"WPTV 5 West Palm Beach",3.8,1093,"Free","Everyone 10+","News & Magazines"
"Wrecker's Revenge - Gumball",4.3,2263,"Free","Everyone","Puzzle"
"Wrestling Revolution 3D",4.3,989344,"Free","Teen","Sports"
"Writing Wizard Premium - Handwriting",4.1,89,"Paid","Everyone","Education"
"WSVN - 7 News Miami",4.5,3320,"Free","Everyone","News & Magazines"
"X-Plane 10 Flight Simulator",4.2,63197,"Free","Everyone","Simulation"
"X-Plane to GPS",4.2,161,"Paid","Everyone","Tools"
"X-plore File Manager",4.6,168487,"Free","Everyone","Tools"
"X-ray scanner simulator",2.7,1616,"Free","Everyone","Casual"
"X-VPN - Free Unlimited VPN Proxy",4.5,40617,"Free","Everyone","Tools"
"X-Wing Squadron Builder",4.6,5898,"Free","Everyone","Entertainment"
"X-WOLF",4.2,4878,"Free","Everyone 10+","Adventure"
"X Back - Icon Pack",4.5,56,"Paid","Everyone","Personalization"
"X Browser",4,142,"Free","Everyone","Communication"
"X Construction",4.5,18612,"Paid","Everyone","Puzzle"
"X Home Bar - Free",4.6,4210,"Free","Everyone","Tools"
"X Home Bar - Home Bar Gesture Pro",4,88,"Paid","Everyone","Tools"
"X Launcher Prime: With OS Style Theme & No Ads",4.7,149,"Paid","Everyone","Art & Design"
"X Launcher Pro - IOS Style Theme & Control Center",4.8,1216,"Paid","Everyone","Art & Design"
"X Launcher: With OS11 Style Theme & Control Center",4.7,5754,"Free","Everyone","Art & Design"
"X your Ex - Break Up Treatment",4,32,"Free","Everyone","Health & Fitness"
"Xbox",4.3,556659,"Free","Everyone","Entertainment"
"XCOM: TBG",4,2294,"Free","Everyone","Entertainment"
"XCOM<U+00AE>: Enemy Within",4.2,13752,"Paid","Mature 17+","Strategy"
"XDV",3.1,6827,"Free","Everyone","Photography"
"XE Currency",4.4,77585,"Free","Everyone","Travel & Local"
"XE Currency Pro",4.4,1090,"Paid","Everyone","Travel & Local"
"XML Editor CR",3.3,47,"Free","Everyone","Tools"
"Xperia Link<U+0099>",4.1,45487,"Free","Everyone","Communication"
"Xposed Wi-Fi-Pwd",3.5,1042,"Free","Everyone","Personalization"
"Xray Scanner Prank",3.3,355837,"Free","Everyone","Entertainment"
"Xtreme Racing 2018 - Jeep & 4x4 off road simulator",4.2,2178,"Free","Everyone","Racing"
"XX HD Video downloader-Free Video Downloader",4.1,7624,"Free","Everyone","Video Players & Editors"
"XXX DISTILLERY",4.2,509,"Free","Everyone","Business"
"Yahoo Finance",4.4,135952,"Free","Everyone","Finance"
"Yahoo Weather",4.4,1312037,"Free","Everyone","Weather"
"Yahoo! Weather for SH Forecast for understanding the approach of rain clouds Free",4.2,7457,"Free","Everyone","Weather"
"Yandex.Disk",4.4,115072,"Free","Everyone","Productivity"
"Yandex.Shell (Launcher+Dialer)",4.4,87300,"Free","Everyone","Personalization"
"Yandex.Trains",4.4,56471,"Free","Everyone","Maps & Navigation"
"Yandex.Transport",4,126282,"Free","Everyone","Maps & Navigation"
"Yandex.Weather",4.5,309617,"Free","Everyone","Weather"
"Yaoi Novels - Shounen ai Book&fiction",3.2,304,"Free","Teen","Entertainment"
"Yaoi Ooku: Distorted Love",4,2614,"Free","Mature 17+","Simulation"
"YAY - TBH",4.1,2520,"Free","Teen","Social"
"Yazdani Cd Center EllahAbad Official App",5,8,"Free","Everyone","Entertainment"
"YEBIS OpenGL ES 3.0 Tech Demo",4.6,380,"Free","Everyone","Entertainment"
